Kod;Nazwa;Transakcje rynkowe;Powierzchnia użytkowa lokali mieszkalnych;Rok;Wartosc;Jednostka miary;Atrybut
3207000;Powiat kamieński;ogółem;ogółem;2020;9775;zł; 
3207000;Powiat kamieński;ogółem;ogółem;2021;-;zł;n
3207000;Powiat kamieński;ogółem;do 40 m2;2010;5866;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2011;5486;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2012;5564;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2013;5025;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2014;5390;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2015;3977;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2016;5386;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2017;5248;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2018;8356;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2019;10076;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2020;10826;zł; 
3207000;Powiat kamieński;ogółem;do 40 m2;2021;-;zł;n
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2010;4586;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2011;5270;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2012;4825;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2013;6487;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2014;5963;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2015;4489;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2016;4957;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2017;5166;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2018;6098;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2019;7208;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2020;9526;zł; 
3207000;Powiat kamieński;ogółem;od 40,1 do 60 m2;2021;-;zł;n
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2010;3499;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2011;3115;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2012;2865;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2013;3864;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2014;2651;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2015;3780;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2016;3722;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2017;3935;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2018;4361;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2019;3819;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2020;4525;zł; 
3207000;Powiat kamieński;ogółem;od 60,1 do 80 m2;2021;-;zł;n
3207000;Powiat kamieński;ogółem;od 80,1 m2;2010;4297;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2011;5744;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2012;3241;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2013;4977;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2014;2106;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2015;2992;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2016;3012;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2017;2991;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2018;3234;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2019;3549;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2020;6009;zł; 
3207000;Powiat kamieński;ogółem;od 80,1 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek pierwotny;ogółem;2010;7171;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2011;9131;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2012;6862;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2013;6915;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2014;7042;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2015;6441;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2016;5851;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2017;6011;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2018;9520;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2019;10605;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2020;11175;zł; 
3207000;Powiat kamieński;rynek pierwotny;ogółem;2021;-;zł;n
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2010;6877;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2011;5589;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2012;6118;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2013;6094;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2014;6796;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2015;4495;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2016;5674;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2017;5999;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2018;9918;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2019;10790;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2020;11341;zł; 
3207000;Powiat kamieński;rynek pierwotny;do 40 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2010;7699;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2011;10353;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2012;6893;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2013;8013;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2014;7157;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2015;6942;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2016;5822;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2017;6039;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2018;8642;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2019;10320;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2020;10840;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2010;11025;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2011;10820;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2012;6100;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2013;7638;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2014;7705;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2015;7050;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2016;6894;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2017;5841;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2018;6035;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2019;0;zł;x
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2020;16030;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2010;5200;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2011;10316;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2012;9635;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2013;8054;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2014;5664;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2015;0;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2016;8184;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2017;6600;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2018;11725;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2019;0;zł;x
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2020;17200;zł; 
3207000;Powiat kamieński;rynek pierwotny;od 80,1 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek wtórny;ogółem;2010;3204;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2011;3524;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2012;2933;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2013;3078;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2014;3142;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2015;3277;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2016;3249;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2017;3236;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2018;4174;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2019;4367;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2020;6429;zł; 
3207000;Powiat kamieński;rynek wtórny;ogółem;2021;-;zł;n
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2010;4308;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2011;5290;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2012;3964;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2013;3576;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2014;4802;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2015;3977;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2016;4203;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2017;4665;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2018;6076;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2019;5149;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2020;8930;zł; 
3207000;Powiat kamieński;rynek wtórny;do 40 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2010;2948;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2011;3264;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2012;2838;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2013;2831;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2014;3607;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2015;3211;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2016;3735;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2017;3053;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2018;4217;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2019;4169;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2020;5593;zł; 
3207000;Powiat kamieński;rynek wtórny;od 40,1 do 60 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2010;2994;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2011;2759;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2012;2541;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2013;2798;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2014;2210;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2015;2476;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2016;2408;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2017;2815;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2018;3127;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2019;3813;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2020;3625;zł; 
3207000;Powiat kamieński;rynek wtórny;od 60,1 do 80 m2;2021;-;zł;n
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2010;2205;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2011;2622;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2012;1856;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2013;1971;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2014;1755;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2015;2992;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2016;2194;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2017;2535;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2018;1944;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2019;2906;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2020;3420;zł; 
3207000;Powiat kamieński;rynek wtórny;od 80,1 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;ogółem;ogółem;2010;4713;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2011;4510;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2012;4451;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2013;4278;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2014;4333;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2015;4324;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2016;4524;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2017;4552;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2018;6242;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2019;6108;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2020;6844;zł; 
3208000;Powiat kołobrzeski;ogółem;ogółem;2021;-;zł;n
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2010;4880;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2011;4733;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2012;4449;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2013;4332;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2014;4505;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2015;4748;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2016;5030;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2017;5401;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2018;7148;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2019;7133;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2020;7545;zł; 
3208000;Powiat kołobrzeski;ogółem;do 40 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2010;4806;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2011;4699;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2012;4550;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2013;4367;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2014;4341;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2015;4281;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2016;4461;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2017;4578;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2018;5969;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2019;5834;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2020;7359;zł; 
3208000;Powiat kołobrzeski;ogółem;od 40,1 do 60 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2010;4543;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2011;4051;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2012;4241;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2013;3378;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2014;3699;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2015;3782;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2016;4133;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2017;4032;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2018;4856;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2019;5499;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2020;5293;zł; 
3208000;Powiat kołobrzeski;ogółem;od 60,1 do 80 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2010;4307;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2011;3823;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2012;3825;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2013;3690;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2014;4196;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2015;3768;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2016;4416;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2017;3704;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2018;4914;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2019;4805;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2020;4805;zł; 
3208000;Powiat kołobrzeski;ogółem;od 80,1 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2010;4919;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2011;4704;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2012;4625;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2013;4367;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2014;4766;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2015;4903;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2016;5313;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2017;6707;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2018;6795;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2019;6690;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2020;7608;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;ogółem;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2010;4991;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2011;4907;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2012;4534;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2013;4427;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2014;4993;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2015;5307;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2016;5312;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2017;5348;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2018;7424;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2019;7482;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2020;7580;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;do 40 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2010;5013;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2011;4801;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2012;4808;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2013;4367;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2014;4870;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2015;4500;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2016;4910;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2017;5774;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2018;6201;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2019;5966;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2020;8004;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2010;4554;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2011;4548;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2012;4458;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2013;3955;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2014;4420;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2015;4462;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2016;5666;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2017;8304;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2018;6480;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2019;6242;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2020;5776;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2010;4632;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2011;4228;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2012;4339;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2013;4121;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2014;4293;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2015;4134;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2016;7178;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2017;0;zł;x
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2018;5741;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2019;7052;zł; 
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2020;0;zł;x
3208000;Powiat kołobrzeski;rynek pierwotny;od 80,1 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2010;4282;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2011;4194;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2012;3963;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2013;3933;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2014;3909;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2015;4078;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2016;4340;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2017;4179;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2018;5451;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2019;5719;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2020;5965;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;ogółem;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2010;4659;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2011;4671;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2012;4075;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2013;4071;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2014;4144;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2015;4409;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2016;4568;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2017;5520;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2018;6303;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2019;6437;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2020;7408;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;do 40 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2010;4316;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2011;4394;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2012;4151;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2013;4082;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2014;3949;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2015;4055;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2016;4363;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2017;4302;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2018;5513;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2019;5800;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2020;6641;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 40,1 do 60 m2;2021;-;zł;n
3208000;Powiat kołobrzeski;rynek wtórny;od 60,1 do 80 m2;2010;3752;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 60,1 do 80 m2;2011;3715;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 60,1 do 80 m2;2012;3760;zł; 
3208000;Powiat kołobrzeski;rynek wtórny;od 60,1 do 80 m2;2013;3203;zł; 
